rank,year365,year366,13aqi,13pm2.5,13img,14aqi,14pm2.5,14img,15aqi,15pm2.5,15img,16aqi,16pm2.5,16img,17aqi,17pm2.5,17img,18aqi,18pm2.5,18img
277,10月4日,10月3日,134,95,img/2013 (277).jpg,252,202.4,img/2014 (277).jpg,82,60,img/2015 (277).jpg,201,151,img/2016 (277).jpg,52,26,img/2017 (277).jpg,38,17,img/2018 (277).jpg
278,10月5日,10月4日,500,322,img/2013 (278).jpg,49,34,img/2014 (278).jpg,204,153,img/2015 (278).jpg,40,28,img/2016 (278).jpg,91,68,img/2017 (278).jpg,104,70,img/2018 (278).jpg
279,10月6日,10月5日,321,260,img/2013 (279).jpg,32,21.7,img/2014 (279).jpg,319,269,img/2015 (279).jpg,79,58,img/2016 (279).jpg,90,67,img/2017 (279).jpg,16,4,img/2018 (279).jpg
280,10月7日,10月6日,232,160,img/2013 (280).jpg,95,70.8,img/2014 (280).jpg,363,313,img/2015 (280).jpg,60,43,img/2016 (280).jpg,154,118,img/2017 (280).jpg,28,7,img/2018 (280).jpg
281,10月8日,10月7日,76,43,img/2013 (281).jpg,360,309.5,img/2014 (281).jpg,29,4,img/2015 (281).jpg,222,156,img/2016 (281).jpg,203,153,img/2017 (281).jpg,41,9,img/2018 (281).jpg
282,10月9日,10月8日,178,113,img/2013 (282).jpg,412,368.1,img/2014 (282).jpg,55,9,img/2015 (282).jpg,14,7,img/2016 (282).jpg,90,67,img/2017 (282).jpg,14,5,img/2018 (282).jpg
283,10月10日,10月9日,279,207,img/2013 (283).jpg,427,390.2,img/2014 (283).jpg,14,6,img/2015 (283).jpg,53,30,img/2016 (283).jpg,12,5,img/2017 (283).jpg,23,6,img/2018 (283).jpg
284,10月11日,10月10日,67,46,img/2013 (284).jpg,422,382.8,img/2014 (284).jpg,32,10,img/2015 (284).jpg,84,62,img/2016 (284).jpg,21,15,img/2017 (284).jpg,30,7,img/2018 (284).jpg
285,10月12日,10月11日,78,63,img/2013 (285).jpg,18,4.2,img/2014 (285).jpg,36,12,img/2015 (285).jpg,230,180,img/2016 (285).jpg,22,7,img/2017 (285).jpg,38,2,img/2018 (285).jpg
286,10月13日,10月12日,79,45,img/2013 (286).jpg,19,13.3,img/2014 (286).jpg,51,30,img/2015 (286).jpg,89,66,img/2016 (286).jpg,71,52,img/2017 (286).jpg,108,81,img/2018 (286).jpg
287,10月14日,10月13日,51,39,img/2013 (287).jpg,35,12,img/2014 (287).jpg,174,123,img/2015 (287).jpg,135,103,img/2016 (287).jpg,30,7,img/2017 (287).jpg,156,119,img/2018 (287).jpg
288,10月15日,10月14日,29,18,img/2013 (288).jpg,231,180.8,img/2014 (288).jpg,160,122,img/2015 (288).jpg,265,215,img/2016 (288).jpg,46,32,img/2017 (288).jpg,216,166,img/2018 (288).jpg
289,10月16日,10月15日,112,72,img/2013 (289).jpg,52,17.3,img/2014 (289).jpg,177,134,img/2015 (289).jpg,264,214,img/2016 (289).jpg,27,8,img/2017 (289).jpg,105,79,img/2018 (289).jpg
290,10月17日,10月16日,156,113,img/2013 (290).jpg,127,96.4,img/2014 (290).jpg,367,317,img/2015 (290).jpg,163,124,img/2016 (290).jpg,80,59,img/2017 (290).jpg,83,61,img/2018 (290).jpg
291,10月18日,10月17日,289,235,img/2013 (291).jpg,203,152.8,img/2014 (291).jpg,22,15,img/2015 (291).jpg,101,76,img/2016 (291).jpg,104,78,img/2017 (291).jpg,45,15,img/2018 (291).jpg
292,10月19日,10月18日,45,30,img/2013 (292).jpg,469,453.7,img/2014 (292).jpg,60,41,img/2015 (292).jpg,140,107,img/2016 (292).jpg,86,64,img/2017 (292).jpg,27,18,img/2018 (292).jpg
293,10月20日,10月19日,40,31,img/2013 (293).jpg,353,303.1,img/2014 (293).jpg,123,93,img/2015 (293).jpg,271,231,img/2016 (293).jpg,153,117,img/2017 (293).jpg,61,44,img/2018 (293).jpg
294,10月21日,10月20日,146,82,img/2013 (294).jpg,42,29.2,img/2014 (294).jpg,70,51,img/2015 (294).jpg,68,49,img/2016 (294).jpg,150,115,img/2017 (294).jpg,139,106,img/2018 (294).jpg
295,10月22日,10月21日,234,174,img/2013 (295).jpg,151,115.4,img/2014 (295).jpg,33,25,img/2015 (295).jpg,76,56,img/2016 (295).jpg,49,34,img/2017 (295).jpg,230,180,img/2018 (295).jpg
296,10月23日,10月22日,34,22,img/2013 (296).jpg,154,117.8,img/2014 (296).jpg,56,42,img/2015 (296).jpg,30,21,img/2016 (296).jpg,39,27,img/2017 (296).jpg,53,18,img/2018 (296).jpg
297,10月24日,10月23日,31,25,img/2013 (297).jpg,232,181.8,img/2014 (297).jpg,103,77,img/2015 (297).jpg,27,19,img/2016 (297).jpg,68,49,img/2017 (297).jpg,65,34,img/2018 (297).jpg
298,10月25日,10月24日,71,43,img/2013 (298).jpg,340,289.9,img/2014 (298).jpg,35,24,img/2015 (298).jpg,92,46,img/2016 (298).jpg,123,93,img/2017 (298).jpg,146,112,img/2018 (298).jpg
299,10月26日,10月25日,68,40,img/2013 (299).jpg,8,5.3,img/2014 (299).jpg,40,28,img/2015 (299).jpg,121,92,img/2016 (299).jpg,213,163,img/2017 (299).jpg,56,9,img/2018 (299).jpg
300,10月27日,10月26日,174,113,img/2013 (300).jpg,35,13.3,img/2014 (300).jpg,18,3,img/2015 (300).jpg,24,17,img/2016 (300).jpg,306,256,img/2017 (300).jpg,34,12,img/2018 (300).jpg
301,10月28日,10月27日,306,282,img/2013 (301).jpg,119,89.9,img/2014 (301).jpg,12,4,img/2015 (301).jpg,51,33,img/2016 (301).jpg,98,73,img/2017 (301).jpg,56,1,img/2018 (301).jpg
302,10月29日,10月28日,62,24,img/2013 (302).jpg,161,122.9,img/2014 (302).jpg,14,5,img/2015 (302).jpg,28,12,img/2016 (302).jpg,14,8,img/2017 (302).jpg,15,1,img/2018 (302).jpg
303,10月30日,10月29日,99,44,img/2013 (303).jpg,262,211.8,img/2014 (303).jpg,27,19,img/2015 (303).jpg,53,28,img/2016 (303).jpg,25,6,img/2017 (303).jpg,26,5,img/2018 (303).jpg
304,10月31日,10月30日,176,118,img/2013 (304).jpg,321,207.8,img/2014 (304).jpg,62,45,img/2015 (304).jpg,144,110,img/2016 (304).jpg,72,36,img/2017 (304).jpg,57,23,img/2018 (304).jpg
305,11月1日,10月31日,231,167,img/2013 (305).jpg,52,36.8,img/2014 (305).jpg,165,126,img/2015 (305).jpg,13,3,img/2016 (305).jpg,116,88,img/2017 (305).jpg,37,19,img/2018 (305).jpg
306,11月2日,11月1日,294,290,img/2013 (306).jpg,8,5.9,img/2014 (306).jpg,114,85,img/2015 (306).jpg,55,16,img/2016 (306).jpg,134,102,img/2017 (306).jpg,151,116,img/2018 (306).jpg
307,11月3日,11月2日,80,12,img/2013 (307).jpg,56,35.5,img/2014 (307).jpg,242,191,img/2015 (307).jpg,170,129,img/2016 (307).jpg,19,6,img/2017 (307).jpg,191,144,img/2018 (307).jpg
308,11月4日,11月3日,57,48,img/2013 (308).jpg,134,101.6,img/2014 (308).jpg,211,161,img/2015 (308).jpg,217,167,img/2016 (308).jpg,43,22,img/2017 (308).jpg,216,166,img/2018 (308).jpg
309,11月5日,11月4日,184,162,img/2013 (309).jpg,30,21,img/2014 (309).jpg,295,245,img/2015 (309).jpg,276,226,img/2016 (309).jpg,103,77,img/2017 (309).jpg,24,9,img/2018 (309).jpg
310,11月6日,11月5日,189,183,img/2013 (310).jpg,14,6,img/2014 (310).jpg,30,21,img/2015 (310).jpg,210,160,img/2016 (310).jpg,191,144,img/2017 (310).jpg,24,13,img/2018 (310).jpg
311,11月7日,11月6日,59,27,img/2013 (311).jpg,126,95.6,img/2014 (311).jpg,19,10,img/2015 (311).jpg,65,47,img/2016 (311).jpg,206,156,img/2017 (311).jpg,32,14,img/2018 (311).jpg
312,11月8日,11月7日,169,121,img/2013 (312).jpg,113,85.2,img/2014 (312).jpg,52,37,img/2015 (312).jpg,105,79,img/2016 (312).jpg,32,9,img/2017 (312).jpg,90,64,img/2018 (312).jpg
313,11月9日,11月8日,178,179,img/2013 (313).jpg,119,90.4,img/2014 (313).jpg,212,162,img/2015 (313).jpg,24,15,img/2016 (313).jpg,72,49,img/2017 (313).jpg,104,78,img/2018 (313).jpg
314,11月10日,11月9日,53,9,img/2013 (314).jpg,74,54.4,img/2014 (314).jpg,204,180,img/2015 (314).jpg,220,170,img/2016 (314).jpg,36,5,img/2017 (314).jpg,18,6,img/2018 (314).jpg
315,11月11日,11月10日,47,26,img/2013 (315).jpg,15,10.8,img/2014 (315).jpg,210,160,img/2015 (315).jpg,166,126,img/2016 (315).jpg,18,3,img/2017 (315).jpg,78,37,img/2018 (315).jpg
316,11月12日,11月11日,77,45,img/2013 (316).jpg,62,3.4,img/2014 (316).jpg,193,160,img/2015 (316).jpg,204,154,img/2016 (316).jpg,67,45,img/2017 (316).jpg,110,83,img/2018 (316).jpg
317,11月13日,11月12日,213,163,img/2013 (317).jpg,34,15,img/2014 (317).jpg,229,178,img/2015 (317).jpg,71,48,img/2016 (317).jpg,88,65,img/2017 (317).jpg,291,241,img/2018 (317).jpg
318,11月14日,11月13日,170,14,img/2013 (318).jpg,93,69.2,img/2014 (318).jpg,317,267,img/2015 (318).jpg,231,181,img/2016 (318).jpg,17,3,img/2017 (318).jpg,273,223,img/2018 (318).jpg
319,11月15日,11月14日,320,272,img/2013 (319).jpg,166,126.3,img/2014 (319).jpg,339,289,img/2015 (319).jpg,80,49,img/2016 (319).jpg,39,13,img/2017 (319).jpg,90,67,img/2018 (319).jpg
320,11月16日,11月15日,109,32,img/2013 (320).jpg,365,315.1,img/2014 (320).jpg,56,40,img/2015 (320).jpg,30,15,img/2016 (320).jpg,101,76,img/2017 (320).jpg,13,4,img/2018 (320).jpg
321,11月17日,11月16日,33,9,img/2013 (321).jpg,19,12.4,img/2014 (321).jpg,98,73,img/2015 (321).jpg,101,76,img/2016 (321).jpg,69,30,img/2017 (321).jpg,42,18,img/2018 (321).jpg
322,11月18日,11月17日,19,12,img/2013 (322).jpg,69,50.3,img/2014 (322).jpg,57,41,img/2015 (322).jpg,148,113,img/2016 (322).jpg,14,5,img/2017 (322).jpg,71,52,img/2018 (322).jpg
323,11月19日,11月18日,22,17,img/2013 (323).jpg,359,309,img/2014 (323).jpg,111,84,img/2015 (323).jpg,224,174,img/2016 (323).jpg,111,84,img/2017 (323).jpg,55,22,img/2018 (323).jpg
324,11月20日,11月19日,74,62,img/2013 (324).jpg,466,449.7,img/2014 (324).jpg,49,34,img/2015 (324).jpg,251,201,img/2016 (324).jpg,139,106,img/2017 (324).jpg,109,82,img/2018 (324).jpg
325,11月21日,11月20日,92,161,img/2013 (325).jpg,437,406.2,img/2014 (325).jpg,33,23,img/2015 (325).jpg,74,54,img/2016 (325).jpg,230,180,img/2017 (325).jpg,32,22,img/2018 (325).jpg
326,11月22日,11月21日,134,57,img/2013 (326).jpg,50,27.8,img/2014 (326).jpg,95,71,img/2015 (326).jpg,16,14,img/2016 (326).jpg,29,6,img/2017 (326).jpg,63,28,img/2018 (326).jpg
327,11月23日,11月22日,212,163,img/2013 (327).jpg,158,120.3,img/2014 (327).jpg,26,18,img/2015 (327).jpg,23,6,img/2016 (327).jpg,21,7,img/2017 (327).jpg,105,79,img/2018 (327).jpg
328,11月24日,11月23日,169,47,img/2013 (328).jpg,102,78,img/2014 (328).jpg,14,5,img/2015 (328).jpg,20,11,img/2016 (328).jpg,19,5,img/2017 (328).jpg,51,31,img/2018 (328).jpg
329,11月25日,11月24日,59,17,img/2013 (329).jpg,175,132.7,img/2014 (329).jpg,109,82,img/2015 (329).jpg,37,10,img/2016 (329).jpg,75,50,img/2017 (329).jpg,105,79,img/2018 (329).jpg
330,11月26日,11月25日,37,21,img/2013 (330).jpg,307,256.6,img/2014 (330).jpg,17,8,img/2015 (330).jpg,138,105,img/2016 (330).jpg,18,4,img/2017 (330).jpg,272,222,img/2018 (330).jpg
331,11月27日,11月26日,42,5,img/2013 (331).jpg,26,17.6,img/2014 (331).jpg,252,202,img/2015 (331).jpg,394,344,img/2016 (331).jpg,108,81,img/2017 (331).jpg,209,41,img/2018 (331).jpg
332,11月28日,11月27日,31,10,img/2013 (332).jpg,152,116.1,img/2014 (332).jpg,406,359,img/2015 (332).jpg,261,211,img/2016 (332).jpg,111,84,img/2017 (332).jpg,107,50,img/2018 (332).jpg
333,11月29日,11月28日,56,37,img/2013 (333).jpg,350,299.8,img/2014 (333).jpg,286,236,img/2015 (333).jpg,78,57,img/2016 (333).jpg,26,7,img/2017 (333).jpg,88,43,img/2018 (333).jpg
334,11月30日,11月29日,70,22,img/2013 (334).jpg,312,262.1,img/2014 (334).jpg,453,430,img/2015 (334).jpg,78,57,img/2016 (334).jpg,29,11,img/2017 (334).jpg,119,90,img/2018 (334).jpg
335,12月1日,11月30日,56,125,img/2013 (335).jpg,50,13,img/2014 (335).jpg,465,448,img/2015 (335).jpg,170,129,img/2016 (335).jpg,98,58,img/2017 (335).jpg,120,91,img/2018 (335).jpg
336,12月2日,12月1日,149,140,img/2013 (336).jpg,23,14.2,img/2014 (336).jpg,12,8,img/2015 (336).jpg,26,7,img/2016 (336).jpg,169,128,img/2017 (336).jpg,216,166,img/2018 (336).jpg
337,12月3日,12月2日,123,82,img/2013 (337).jpg,34,12.6,img/2014 (337).jpg,12,8,img/2015 (337).jpg,88,65,img/2016 (337).jpg,49,34,img/2017 (337).jpg,430,97,img/2018 (337).jpg
338,12月4日,12月3日,133,113,img/2013 (338).jpg,39,7.1,img/2014 (338).jpg,13,8,img/2015 (338).jpg,101,76,img/2016 (338).jpg,15,4,img/2017 (338).jpg,75,23,img/2018 (338).jpg
339,12月5日,12月4日,83,33,img/2013 (339).jpg,16,3.3,img/2014 (339).jpg,33,22,img/2015 (339).jpg,400,350,img/2016 (339).jpg,61,41,img/2017 (339).jpg,72,32,img/2018 (339).jpg
340,12月6日,12月5日,149,182,img/2013 (340).jpg,32,19.1,img/2014 (340).jpg,215,165,img/2015 (340).jpg,86,64,img/2016 (340).jpg,90,46,img/2017 (340).jpg,18,5,img/2018 (340).jpg
341,12月7日,12月6日,298,172,img/2013 (341).jpg,68,46,img/2014 (341).jpg,234,184,img/2015 (341).jpg,89,66,img/2016 (341).jpg,29,10,img/2017 (341).jpg,25,6,img/2018 (341).jpg
342,12月8日,12月7日,389,379,img/2013 (342).jpg,27,11.6,img/2014 (342).jpg,372,322,img/2015 (342).jpg,193,145,img/2016 (342).jpg,32,17,img/2017 (342).jpg,37,5,img/2018 (342).jpg
343,12月9日,12月8日,97,11,img/2013 (343).jpg,358,307.5,img/2014 (343).jpg,302,252,img/2015 (343).jpg,253,203,img/2016 (343).jpg,33,22,img/2017 (343).jpg,61,31,img/2018 (343).jpg
344,12月10日,12月9日,36,29,img/2013 (344).jpg,321,271.1,img/2014 (344).jpg,291,241,img/2015 (344).jpg,15,4,img/2016 (344).jpg,78,6,img/2017 (344).jpg,63,45,img/2018 (344).jpg
345,12月11日,12月10日,33,23,img/2013 (345).jpg,16,11,img/2014 (345).jpg,38,19,img/2015 (345).jpg,30,20,img/2016 (345).jpg,20,4,img/2017 (345).jpg,59,11,img/2018 (345).jpg
346,12月12日,12月11日,36,10,img/2013 (346).jpg,24,10.3,img/2014 (346).jpg,222,172,img/2015 (346).jpg,283,233,img/2016 (346).jpg,11,6,img/2017 (346).jpg,42,21,img/2018 (346).jpg
347,12月13日,12月12日,47,92,img/2013 (347).jpg,36,14.4,img/2014 (347).jpg,160,122,img/2015 (347).jpg,280,230,img/2016 (347).jpg,64,23,img/2017 (347).jpg,26,5,img/2018 (347).jpg
348,12月14日,12月13日,64,53,img/2013 (348).jpg,129,84,img/2014 (348).jpg,314,292,img/2015 (348).jpg,17,6,img/2016 (348).jpg,91,68,img/2017 (348).jpg,52,30,img/2018 (348).jpg
349,12月15日,12月14日,61,22,img/2013 (349).jpg,99,63.3,img/2014 (349).jpg,21,13,img/2015 (349).jpg,19,5,img/2016 (349).jpg,56,40,img/2017 (349).jpg,119,90,img/2018 (349).jpg
350,12月16日,12月15日,145,88,img/2013 (350).jpg,40,7.6,img/2014 (350).jpg,13,7,img/2015 (350).jpg,45,7,img/2016 (350).jpg,59,7,img/2017 (350).jpg,165,124,img/2018 (350).jpg
351,12月17日,12月16日,137,40,img/2013 (351).jpg,71,52,img/2014 (351).jpg,32,9,img/2015 (351).jpg,51,36,img/2016 (351).jpg,75,31,img/2017 (351).jpg,29,7,img/2018 (351).jpg
352,12月18日,12月17日,32,12,img/2013 (352).jpg,186,140.2,img/2014 (352).jpg,94,70,img/2015 (352).jpg,151,116,img/2016 (352).jpg,54,7,img/2017 (352).jpg,62,35,img/2018 (352).jpg
353,12月19日,12月18日,49,16,img/2013 (353).jpg,77,56.5,img/2014 (353).jpg,264,214,img/2015 (353).jpg,296,246,img/2016 (353).jpg,32,8,img/2017 (353).jpg,43,20,img/2018 (353).jpg
354,12月20日,12月19日,63,40,img/2013 (354).jpg,29,8.2,img/2014 (354).jpg,276,226,img/2015 (354).jpg,227,177,img/2016 (354).jpg,27,10,img/2017 (354).jpg,56,25,img/2018 (354).jpg
355,12月21日,12月20日,50,26,img/2013 (355).jpg,19,7.2,img/2014 (355).jpg,227,177,img/2015 (355).jpg,387,337,img/2016 (355).jpg,60,38,img/2017 (355).jpg,124,94,img/2018 (355).jpg
356,12月22日,12月21日,134,62,img/2013 (356).jpg,180,135.7,img/2014 (356).jpg,260,210,img/2015 (356).jpg,385,335,img/2016 (356).jpg,101,76,img/2017 (356).jpg,123,93,img/2018 (356).jpg
357,12月23日,12月22日,199,124,img/2013 (357).jpg,73,53.5,img/2014 (357).jpg,384,334,img/2015 (357).jpg,15,2,img/2016 (357).jpg,34,19,img/2017 (357).jpg,55,8,img/2018 (357).jpg
358,12月24日,12月23日,278,332,img/2013 (358).jpg,45,14,img/2014 (358).jpg,43,30,img/2015 (358).jpg,24,17,img/2016 (358).jpg,59,18,img/2017 (358).jpg,65,27,img/2018 (358).jpg
359,12月25日,12月24日,378,265,img/2013 (359).jpg,26,11,img/2014 (359).jpg,481,518,img/2015 (359).jpg,200,150,img/2016 (359).jpg,32,9,img/2017 (359).jpg,66,24,img/2018 (359).jpg
360,12月26日,12月25日,91,18,img/2013 (360).jpg,208,158.1,img/2014 (360).jpg,454,431,img/2015 (360).jpg,183,138,img/2016 (360).jpg,26,8,img/2017 (360).jpg,15,4,img/2018 (360).jpg
361,12月27日,12月26日,24,18,img/2013 (361).jpg,294,244.2,img/2014 (361).jpg,47,33,img/2015 (361).jpg,101,76,img/2016 (361).jpg,71,52,img/2017 (361).jpg,43,9,img/2018 (361).jpg
362,12月28日,12月27日,39,17,img/2013 (362).jpg,322,271.9,img/2014 (362).jpg,108,81,img/2015 (362).jpg,34,21,img/2016 (362).jpg,79,58,img/2017 (362).jpg,72,11,img/2018 (362).jpg
363,12月29日,12月28日,58,60,img/2013 (363).jpg,260,210,img/2014 (363).jpg,375,325,img/2015 (363).jpg,233,183,img/2016 (363).jpg,222,172,img/2017 (363).jpg,30,15,img/2018 (363).jpg
364,12月30日,12月29日,74,21,img/2013 (364).jpg,45,12,img/2014 (364).jpg,29,20,img/2015 (364).jpg,20,8,img/2016 (364).jpg,252,202,img/2017 (364).jpg,18,9,img/2018 (364).jpg
365,12月31日,12月30日,93,61,img/2013 (365).jpg,32,7.3,img/2014 (365).jpg,33,23,img/2015 (365).jpg,288,238,img/2016 (365).jpg,47,11,img/2017 (365).jpg,36,14,img/2018 (365).jpg
366,无,12月31日,20000,20000,img/noimage.jpg,20000,20000,img/noimage.jpg,20000,20000,img/noimage.jpg,409,363,img/2016 (366).jpg,20000,20000,img/noimage.jpg,20000,20000,img/noimage.jpg